Design No.,Contractor,Mix Type,Grade,Binder Content,Binder Type,Traffic Level,FLc,Flf,AL,GA,HN,IL,JA,KY,MX,NS,NB,QC,SC,TN,AL2,GA2,HN2,IL2,JA2,KY2,MX2,NS2,NB2,QC2,SC2,TN2,Sand,RAP,BLEND SUM,Design No.
3211A,V.A. Paving Inc.,SP 12.5,Fine,5.6,RA 1200,C,16.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,30.00,100.00,SP 04 3211A
3212A,APAC Gulf Coast Division,SP 9.5,Fine,5.8,PG 67 22,C,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,100.00,SP 04 3212A
3213A,APAC Gulf Coast Division,FC 9.5,Fine,5.8,ARB 5,C,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,100.00,SP 04 3213A
3214A,Peavy & Son Construction,SP 12.5,Coarse,5.3,PG 64 22,D,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SP 04 3214A
3215A,Peavy & Son Construction,SP 9.5,Coarse,5.6,PG 64 22,D,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SP 04 3215A
3216A,Anderson Columbia,SP 12.5,Fine,5.2,PG 64 22,C,0.00,0.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,13.00,100.00,SP 04 3216A
3217A,C.W. Roberts Contracting,FC 5,0 ,6.2,ARB 12,0 ,0.00,0.00,0.00,91.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SP 04 3217A
3218A,APAC First Coast Division,SP 9.5,Fine,6.0,PG 67 22,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,14.00,0.00,100.00,SP 04 3218A
3219A,APAC First Coast Division,FC 9.5,Fine,6.0,ARB 5,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,14.00,0.00,100.00,SP 04 3219A
3220A,APAC Central Fla. Division,SP 12.5,Coarse,6.3,PG 64 22,D,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SP 04 3220A
3221A,APAC First Coast Division,SP 19.0,Fine,4.8,RA 1400,C,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,25.00,100.00,SP 04 3221A
3222A,APAC Central Fla. Division,SP 19.0,Fine,5.8,PG 67 22,C,48.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,15.00,100.00,SP 04 3222A
3223A,APAC Central Fla. Division,SP 9.5,Fine,7.0,PG 64 22,C,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,35.00,100.00,SP 04 3223A
3224A,APAC Central Fla. Division,SP 9.5,Fine,6.7,PG 64 22,D,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,20.00,100.00,SP 04 3224A
3225A,V.E. Whitehurst & Sons,SP 12.5,Fine,5.3,PG 67 22,C,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,100.00,SP 04 3225A
3226A,V.E. Whitehurst & Sons,SP 12.5,Fine,5.0,PG 67 22,B,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,100.00,SP 04 3226A
3227A,APAC Central Fla. Division,SP 12.5,Fine,6.6,PG 64 22,B,26.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,25.00,100.00,SP 04 3227A
3228A,APAC Central Fla. Division,SP 9.5,Fine,7.0,PG 64 22,C,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,24.00,100.00,SP 04 3228A
3229A,John C. Hipp Construction,SP 9.5,Fine,7.9,PG 67 22,C,0.00,40.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,19.00,100.00,SP 04 3229A
3230A,John C. Hipp Construction,FC 12.5,Fine,6.7,ARB 5,C,0.00,30.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SP 04 3230A
3231A,John C. Hipp Construction,SP 12.5,Fine,6.7,PG 67 22,C,0.00,30.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SP 04 3231A
3232A,APAC Central Fla. Division,SP 9.5,Coarse,5.7,PG 64 22,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,5.00,20.00,100.00,SP 04 3232A
3233A,Better Roads Inc.,SP 12.5,Fine,7.1,PG 64 22,C,45.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SP 04 3233A
3234A,John C. Hipp Construction,FC 12.5,Fine,7.0,ARB 5,C,0.00,30.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SP 04 3234A
3235A,APAC Southern Fla. Division,SP 12.5,Fine,5.8,PG 67 22,C,15.00,20.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,100.00,SP 04 3235A
3236A,Anderson Columbia,SP 12.5,Fine,5.3,PG 67 22,C,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,100.00,SP 04 3236A
3237A,APAC Central Fla. Division,SP 9.5,Fine,7.0,PG 64 22,C,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,24.00,100.00,SP 04 3237A
3239A,Anderson Columbia,SP 19.0,Coarse,4.8,PG 76 22 (PMA),E,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SPM 04 3239A
3240A,APAC Central Fla. Division,SP 9.5,Fine,6.7,PG 64 22,C,15.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,29.00,100.00,SP 04 3240A
3241A,Elmo Greer & Sons,SP 19.0,Fine,6.3,PG 67 22,C,42.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SP 04 3241A
3242A,APAC Central Fla. Division,SP 9.5,Fine,6.8,PG 64 22,C,35.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,25.00,100.00,SP 04 3242A
3243A,Ajax Paving Industries Inc.,SP 12.5,Fine,6.8,PG 67 22,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,20.00,0.00,0.00,0.00,0.00,0.00,25.00,100.00,SP 04 3243A
3244A,APAC Gulf Coast Division,ATPB,0 ,2.5,PG 67 22,0 ,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 04 3244A
3245A,APAC Central Fla. Division,SP 12.5,Fine,6.4,PG 64 22,C,32.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,25.00,100.00,SP 04 3245A
3246A,Orlando Paving Co.,FC 12.5,Fine,5.7,ARB 5,C,20.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,100.00,SP 04 3246A
3247A,Duval Asphalt Products,SP 19.0,Coarse,5.0,PG 76 22 (PMA),E,0.00,0.00,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 04 3247A
3248A,Duval Asphalt Products,SP 9.5,Fine,6.0,PG 67 22,C,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SP 04 3248A
3249A,Ranger Construction,SP 19.0,Fine,5.0,RA 950,C,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,10.00,30.00,100.00,SP 04 3249A
3250A,Ranger Construction,SP 9.5,Fine,5.8,RA 1250,C,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,10.00,30.00,100.00,SP 04 3250A
3251A,APAC Central Fla. Division,SP 12.5,Coarse,7.3,PG 67 22,D,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,100.00,SP 04 3251A
3252A,Ranger Construction,FC 5,0 ,6.3,ARB 12,0 ,0.00,0.00,0.00,94.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,99.00,SP 04 3252A
3253A,P & S Paving Inc.,SP 12.5,Fine,6.8,PG 64 22,C,32.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,29.00,100.00,SP 04 3253A
3254A,Anderson Columbia,SP 12.5,Coarse,5.0,PG 76 22 (PMA),E,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SPM 04 3254A
3255A,Anderson Columbia,SP 9.5,Fine,6.1,PG 64 22,C,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,20.00,100.00,SP 04 3255A
3256A,Mitchell Brothers Inc.,SP 12.5,Fine,5.3,PG 67 22,C,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SP 04 3256A
3257A,Middlesex Asphalt LLC,FC 12.5,Fine,4.7,PG 76 22 (PMA),C,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,100.00,SPM 04 3257A
3258A,Middlesex Asphalt LLC,SP 12.5,Fine,4.7,PG 76 22 (PMA),C,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,100.00,SPM 04 3258A
3259A,P & S Paving Inc.,SP 12.5,Fine,6.2,PG 67 22,D,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SP 04 3259A
3260A,P & S Paving Inc.,SP 9.5,Fine,6.6,PG 64 22,C,35.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,25.00,100.00,SP 04 3260A
3261A,P & S Paving Inc.,SP 12.5,Fine,6.4,PG 64 22,C,40.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,30.00,100.00,SP 04 3261A
3262A,Orlando Paving Co.,SP 9.5,Coarse,5.3,PG 67 22,E,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,100.00,SP 04 3262A
3263A,Orlando Paving Co.,SP 9.5,Fine,5.9,PG 64 22,C,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,29.00,100.00,SP 04 3263A
3264A,Ranger Construction,FC 9.5,Fine,7.2,ARB 5,C,42.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 04 3264A
3265A,D.A.B. Constructors,SP 12.5,Fine,6.0,PG 67 22,C,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,14.00,0.00,100.00,SP 04 3265A
3266A,D.A.B. Constructors,FC 12.5,Fine,6.0,ARB 5,C,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,14.00,0.00,100.00,SP 04 3266A
3267A,R.E. Purcell Construction,SP 12.5,Fine,6.0,PG 67 22,C,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,14.00,0.00,100.00,SP 04 3267A
3268A,R.E. Purcell Construction,FC 12.5,Fine,6.0,ARB 5,C,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,14.00,0.00,100.00,SP 04 3268A
3269A,C.W. Roberts Contracting,FC 5,0 ,5.9,PG 76 22 (PMA),0 ,0.00,0.00,0.00,91.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SPM 04 3269A
3270A,APAC First Coast Division,SP 12.5,Fine,5.2,PG 76 22 (PMA),C,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SPM 04 3270A
3271A,Middlesex Asphalt LLC,SP 12.5,Fine,5.4,RA 1600,C,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,10.00,35.00,100.00,SP 04 3271A
3272A,Ranger Construction,SP 12.5,Fine,5.3,RA 1100,C,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,10.00,30.00,100.00,SP 04 3272A
3273A,Anderson Columbia,SP 9.5,Fine,6.5,PG 67 22,C,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,100.00,SP 04 3273A
3274A,Duval Asphalt Products,SP 12.5,Coarse,5.3,PG 76 22 (PMA),E,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 04 3274A
3275A,Anderson Columbia,SP 9.5,Fine,5.8,PG 64 22,C,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,20.00,100.00,SP 04 3275A
3276A,Better Roads Inc.,SP 12.5,Fine,6.4,PG 67 22,C,48.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,100.00,SP 04 3276A
3277A,Peavy & Son Construction,SP 12.5,Coarse,5.2,PG 64 22,D,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SP 04 3277A
3278A,Peavy & Son Construction,SP 12.5,Coarse,5.0,PG 64 22,D,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SP 04 3278A
3279A,Better Roads Inc.,SP 9.5,Fine,7.5,PG 64 22,C,39.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,100.00,SP 04 3279A
3280A,P & S Paving Inc.,SP 9.5,Fine,6.9,PG 64 22,C,30.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,29.00,100.00,SP 04 3280A
3281A,V.A. Paving Inc.,SP 9.5,Fine,5.8,RA 1200,C,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,30.00,100.00,SP 04 3281A
3282A,C.W. Roberts Contracting,FC 5,0 ,6.2,ARB 12,0 ,0.00,0.00,0.00,91.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SP 04 3282A
3283A,APAC First Coast Division,FC 5,0 ,6.3,ARB 12,0 ,0.00,0.00,0.00,62.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SP 04 3283A
3284A,Ajax Paving Industries Inc.,B 12.5,Fine,7.3,PG 64 22,C,35.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,25.00,100.00,SP 04 3284A
3285A,D.A.B. Constructors,FC 5,0 ,6.5,ARB 12,0 ,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SP 04 3285A
3286A,Orlando Paving Co.,SP 19.0,Coarse,5.3,PG 67 22,E,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,7.00,0.00,100.00,SP 04 3286A
3287A,APAC Central Fla. Division,SP 9.5,Fine,7.2,PG 64 22,C,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,28.00,100.00,SP 04 3287A
3288A,C.W. Roberts Contracting,FC 5,0 ,5.9,ARB 12,0 ,0.00,0.00,0.00,91.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SP 04 3288A
3289A,APAC Central Fla. Division,SP 19.0,Fine,6.0,PG 67 22,C,45.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,15.00,100.00,SP 04 3289A
3290A,Ranger Construction,FC 5,0 ,7.3,ARB 12,0 ,95.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 04 3290A
3291A,Ranger Construction,FC 5,0 ,7.3,ARB 12,0 ,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 04 3291A
3292A,Anderson Columbia,SP 12.5,Fine,5.1,PG 64 22,B,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,100.00,SP 04 3292A
3293A,APAC Southern Fla. Division,FC 12.5,Fine,6.9,ARB 5,C,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 04 3293A
3294A,APAC Southern Fla. Division,FC 12.5,Fine,6.8,ARB 5,C,0.00,40.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 04 3294A
3295A,Southern Pavements L.L.C.,SP 12.5,Coarse,5.3,PG 64 22,D,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SP 04 3295A
